"state","violation_raw","violation","violation_clean"
"FL","FOLLOWING TOO CLOSELY","FOLLOWING TOO CLOSELY","Safe movement"
"FL","NO DRIVERS LICENSE","NO DRIVERS LICENSE","License"
"FL","IMPROPER PASSING","IMPROPER PASSING","Safe movement"
"FL","IMPROPER TURN","IMPROPER TURN","Safe movement"
"FL","DRIVING WITHOUT HEADLIGHTS","DRIVING WITHOUT HEADLIGHTS","Lights"
"FL","EXPIRED TAG (MORE THAN 6 MONTHS)","EXPIRED TAG (MORE THAN 6 MONTHS)","Truck"
"FL","WEIGHT VIOLATION","WEIGHT VIOLATION","Truck"
"FL","OUT OF SERVICE VIOLATION","OUT OF SERVICE VIOLATION","Equipment"
"FL","EXPIRED DRIVERS LICENSE (4 MONTHS OR LESS)","EXPIRED DRIVERS LICENSE (4 MONTHS OR LESS)","License"
"FL","DUI","DUI","DUI"
"FL","VIOLATIONS OF RIGHT OF WAY","VIOLATIONS OF RIGHT OF WAY","Safe movement"
"FL","CARELESS DRIVING","CARELESS DRIVING","Safe movement"
"FL","DRUG / CONTRABAND OFFENSE","DRUG / CONTRABAND OFFENSE","Other"
"FL","TOLL EVASION","TOLL EVASION","Other"
"FL","EXPIRED DRIVERS LICENSE (MORE THAN 4 MONTHS)","EXPIRED DRIVERS LICENSE (MORE THAN 4 MONTHS)","License"
"FL","CHILD RESTRAINT","CHILD RESTRAINT","Seat belt"
"FL","ATTACHING TAG NOT ASSIGNED","ATTACHING TAG NOT ASSIGNED","Truck"
"FL","LOADS ON VEHICLE","LOADS ON VEHICLE","Truck"
"FL","DRIVER LOG VIOLATION","DRIVER LOG VIOLATION","Truck"
"FL","OTHER CRIMINAL VIOLATIONS","OTHER CRIMINAL VIOLATIONS","Other"
"FL","OTHER CRIMINAL TRAFFIC VIOLATIONS","OTHER CRIMINAL TRAFFIC VIOLATIONS","Other"
"FL","OBSTRUCTING THE ROADWAY","OBSTRUCTING THE ROADWAY","Safe movement"
"FL","VIOLATION OF DL RESTRICTIONS","VIOLATION OF DL RESTRICTIONS","License"
"FL","OPEN CONTAINER (DRIVER)","OPEN CONTAINER (DRIVER)","DUI"
"FL","EXHAUST SYSTEM","EXHAUST SYSTEM","Equipment"
"FL","DRIVING ON WRONG SIDE OF ROAD","DRIVING ON WRONG SIDE OF ROAD","Safe movement"
"FL","OPEN CONTAINER (PASSENGER)","OPEN CONTAINER (PASSENGER)","DUI"
"FL","MAXIMUM WIDTH, HEIGHT AND LENGTH","MAXIMUM WIDTH, HEIGHT AND LENGTH","Truck"
"FL","PARKING","PARKING","Other"
"FL","IMPROPER BACKING","IMPROPER BACKING","Safe movement"
"FL","CDL VIOLATION","CDL VIOLATION","Truck"
"FL","RECKLESS DRIVING","RECKLESS DRIVING","Safe movement"
"FL","PERMIT VIOLATION","PERMIT VIOLATION","Paperwork"
"MD","11-393.9","Inoperative Lights","Lights"
"MD","13","CERTIFICATES OF TITLE AND REGISTRATION OF VEHICLES","Registration/plates"
"MD","13-401(h)","Driving veh on hwy with suspended registration","Registration/plates"
"MD","13-409(b)","Failure to display registration card upon demand by police officer","Paperwork"
"MD","13-410(e2)","Failure to display tab on plates of veh as required by Adm","Registration/plates"
"MD","13-411(a)","Failure to attach veh reg plates at front and rear","Registration/plates"
"MD","13-411(c1)","Failure to properly maintain and fasten veh reg plate in visible position","Registration/plates"
"MD","13-411(c2)","Failure to properly maintain and fasten veh reg plate in visible position","Registration/plates"
"MD","13-411(d)","Driving veh. on hwy. w/o current registration plates and validation tabs","Registration/plates"
"MD","13-411(f)","Displaying expired registration plates(s) issued by any state","Registration/plates"
"MD","16-101(a)","(Driving, Atempting to drive) motor veh. on hwy. w/o req. license","License"
"MD","16-112(c)","Failure of individual driving on hwy. to display lic. to uniformed police on demand","License"
"MD","16-303(c)","Person driving motor veh. on (hwy., public use property) on suspended lic. and privilege","License"
"MD","17-104","Owner failure to maintain required security for veh. during reg. period","Other"
"MD","17-107","(Knowingly driving, Owner knowingly permitting to be driven) uninsured veh","Paperwork"
"MD","21-1104(c)","Driving on hwy. with obstructed windshield view","Equipment"
"MD","21-1124.1(b)","Driver (writing, sending, reading) a (text, electronic) message while operating vehicle in travel portion of hwy","Cell phone"
"MD","21-1124.2(d2)","Driver using hands to use handheld telephone while motor vehicle is in motion","Cell phone"
"MD","21-201(a1)","Driver failure to obey properly placed traffic control device instructions","Safe movement"
"MD","21-201(a2)","(Drive across private property, Leave the roadway) for the purpose of avoiding traffic control device","Safe movement"
"MD","21-202(h1)","Driver fail to stop at steady circular red signal","Stop sign/light"
"MD","21-202(i1)","Driver fail to stop at red traffic signal before right turn","Stop sign/light"
"MD","21-202(m)","Driver fail to make required stop at (signal, sign, pavement mark)","Stop sign/light"
"MD","21-204(b)","Driver fail to stop at flashing red traffic signal stop line","Stop sign/light"
"MD","21-204(d)","Driver entering intersection at flashing red traffic signal without stopping","Stop sign/light"
"MD","21-301(a)","Failure to drive veh. on right half of roadway when required","Safe movement"
"MD","21-304(c)","Driving motor vehicle off roadway while passing vehicle","Safe movement"
"MD","21-308(a)","Failure to drive designated one way direction on posted roadway","Safe movement"
"MD","21-309(b)","Driver changing lanes when unsafe","Safe movement"
"MD","21-309(d)","Driver failure to obey designated lane directions","Safe movement"
"MD","21-310(a)","Driver of motor veh. following veh. closer than reasonable and prudent","Safe movement"
"MD","21-402(a)","Driver when turning left failure to yield right-of-way to veh. approaching from opposite direction","Safe movement"
"MD","21-405(e1)","Failure of driver to make lane change to available lane not immediately adjacent to stopped emergency veh","Safe movement"
"MD","21-604(c)","Driver turning veh. without giving adequate signal","Safe movement"
"MD","21-604(d)","Driver failure to give required signal of intention to turn","Safe movement"
"MD","21-707(a)","Driver failure to stop at stop sign line","Stop sign/light"
"MD","21-801(a)","Driving veh. in excessof reasonable and prudent speed on hwy","Speeding"
"MD","21-801(b)","Failure to control veh. speed on hwy. to avoid collison","Speeding"
"MD","21-801.1","Driving veh. on hwy. at speed exceeding limit","Speeding"
"MD","21-901.1(b)","Negligent driving veh. in careless and imprudent manner endangering property, life and person","Safe movement"
"MD","21-902(a1)","Reckless driving veh. in wanton and willful disregard for safety of persons and property","Safe movement"
"MD","21.11","MISCELLANEOUS RULES","Other"
"MD","21.14","OPERATION OF VEHICLES ON CERTAIN TOLL FACILITIE","Other"
"MD","21.2","TRAFFIC SIGNS, SIGNALS & MARKINGS","Safe movement"
"MD","21.3","DRIVING ON RIGHT SIDE OF ROADWAY; OVERTAKING & PASSING; USE OF ROADWAY","Safe movement"
"MD","21.4","RIGHT OF WAY","Safe movement"
"MD","21.5","PEDESTRIAN'S RIGHTS AND RULES","Other"
"MD","21.6","TURNING & STARTING; SIGNALS ON STOPPING, TURNING & STARTING","Safe movement"
"MD","21.7","SPECIAL STOPS REQUIRED","Stop sign/light"
"MD","21.8","SPEED RESTRICTIONS","Speeding"
"MD","21.9","RECKLESS, NEGLIGENT, AGGRESSIVE, OR IMPAIRED DRIVING; FLEEING OR ELUDING POLICE","Safe movement"
"MD","22","EQUIPMENT OF VEHICLES","Equipment"
"MD","22-201.1","Failure of veh. on hwy. to display (lighted lamps, illuminating devices) in unfavorable conditions","Lights"
"MD","22-203(b)","Failure to locate (motor veh., motorcycle) headlamp at required height","Lights"
"MD","22-204(a)","(Motor veh., Trailer, Combination end veh.) mfrd. after June 1, 1971, w/o adequate tail lamps","Lights"
"MD","22-204(f)","Driving veh. w/o adequate rear reg. plate illumination","Lights"
"MD","22-206(a)","Motor veh., Trailer, Semitrailer, Pole trailer) w/o required stop lamps equipment","Lights"
"MD","22-209(b)","Failure to display and reflect red color light on lamps and reflectors as req","Lights"
"MD","22-219(a)","Failure to equip veh. with required rear stop lamp","Lights"
"MD","22-223(b)","Driver failure to avoid projecting glaring light within 500 feet of approaching veh. driver","Lights"
"MD","22-226(a)","Failure to display two lighted front lamps when required","Lights"
"MD","22-227(d)","Driving (veh., equipment) on hwy. with (lamp, device) improperly displaying white light from rear","Lights"
"MD","22-406(i1)","Operating veh. on hwy. with unauthorized window tinting material","Equipment"
"MD","22-412.3(b)","Failure to have req. rear seat belts on registered motor veh","Seat belt"
"MD","22-412.3(c)","Passenger age 16 or more in outboard front seat of motor vehicle w/o seat belt restraint","Seat belt"
"MD","23-104","Driving veh. on hwy. w/o required minimum equipment","Equipment"
"MD","24","SIZE, WEIGHT & LOAD: HIGHWAY PRESERVATION","Equipment"
"MD","55","55","NA"
"MD","55*","55","NA"
"MD","56*","56","NA"
"MD","61","61","NA"
"MD","61*","61","NA"
"MD","64*","64","NA"
"MD","65*","65","NA"
"MD","99","all other eligible traffic stops","Other"
"MD","99.0","all other eligible traffic stops","Other"
"MD","Driving Violation","Driving Violation","Moving violation"
"MD","OTHER","Other","Other"
"MD","REGISTRATION","Registration","Registration/plates"
"MD","TRAFFIC DEVICE","Traffic Device","Speeding"
"MD","Vehicle Equipment Violation","Vehicle Equipment Violation","Equipment"
"MI","257.709 Illegal Window Tint","257.709 Illegal Window Tint","Equipment"
"MI","391.41/CARRY MEDICAL CERT.","391.41/CARRY MEDICAL CERT.","Other"
"MI","396.3/DEFECTIVE EQUIPMENT (GENERAL)","396.3/DEFECTIVE EQUIPMENT (GENERAL)","Equipment"
"MI","Acc - Failure to Report Accident","Acc - Failure to Report Accident","Other"
"MI","Acc- Fail to Stop and ID Prop. Dam. Acc. (Hit and Run)","Acc- Fail to Stop and ID Prop. Dam. Acc. (Hit and Run)","Other"
"MI","ACCIDENT-FAIL TO STOP W/I ASSURED CLEAR DISTANCE","ACCIDENT-FAIL TO STOP W/I ASSURED CLEAR DISTANCE","Safe movement"
"MI","Attach and display/Plate not Legible","Attach and display/Plate not Legible","Registration/plates"
"MI","BRAKE VIOLATIONS-OOS SEC 393.40","BRAKE VIOLATIONS-OOS SEC 393.40","Safe movement"
"MI","Bypassing Scales","Bypassing Scales","Truck"
"MI","Careless Driving","Careless Driving","Safe movement"
"MI","CARELESS DRIVING","CARELESS DRIVING","Safe movement"
"MI","CARELESS DRIVING-ACCIDENT","CARELESS DRIVING-ACCIDENT","Safe movement"
"MI","Cause/Allow Vehicle to be Operated Over Length","Cause/Allow Vehicle to be Operated Over Length","Truck"
"MI","Cause/Allow Vehicle to be Operated Over Width","Cause/Allow Vehicle to be Operated Over Width","Truck"
"MI","CAUSE/ALLOW VEHICLE(S) TO BE OPERATED OVER WEIGHT   (257.724)","CAUSE/ALLOW VEHICLE(S) TO BE OPERATED OVER WEIGHT   (257.724)","Truck"
"MI","CAUSE/ALLOW VEHICLE(S) TO BE OPERATED OVER WEIGHT  (257.716)","CAUSE/ALLOW VEHICLE(S) TO BE OPERATED OVER WEIGHT  (257.716)","Truck"
"MI","CAUSE/ALLOW VEHICLE(S) TO BE OPERATED OVER WEIGHT (257.724)","CAUSE/ALLOW VEHICLE(S) TO BE OPERATED OVER WEIGHT (257.724)","Truck"
"MI","Cause/Allow Vehicle(s) to be Operated Overweight  (Misload)","Cause/Allow Vehicle(s) to be Operated Overweight  (Misload)","Truck"
"MI","Cause/Allow Vehicle(s) to be Operated Overweight (Overgross)","Cause/Allow Vehicle(s) to be Operated Overweight (Overgross)","Truck"
"MI","CCW Fail to Disclose 1st Off","CCW Fail to Disclose 1st Off","Truck"
"MI","CMV - 480.12d UNQUALIFIED DRIVER (INTRASTATE)","CMV - 480.12d UNQUALIFIED DRIVER (INTRASTATE)","License"
"MI","CMV - Exceed Speed limit - Trucks over 10","CMV - Exceed Speed limit - Trucks over 10","Speeding"
"MI","CMV - Exceed Speed limit","CMV - Exceed Speed limit","Speeding"
"MI","CMV - OWNER NAME","CMV - OWNER NAME","Truck"
"MI","CMV - SEC. 391.11 UNQUALIFIED DRIVER (INTERSTATE)","CMV - SEC. 391.11 UNQUALIFIED DRIVER (INTERSTATE)","License"
"MI","CMV - Using hand-held phone while driving","CMV - Using hand-held phone while driving","Cell phone"
"MI","CMV No identification (US DOT or Carrier Name) 390.21","CMV No identification (US DOT or Carrier Name) 390.21","Truck"
"MI","CMV-OP W/O PROPER VEH GROUP DESIGNATION","CMV-OP W/O PROPER VEH GROUP DESIGNATION","Truck"
"MI","CMV-PARKING-PROHIBITED","CMV-PARKING-PROHIBITED","Truck"
"MI","CMV-Reg. Plate Expired/None","CMV-Reg. Plate Expired/None","Registration/plates"
"MI","CMV-SPEED 01-5 OVER LIMIT","CMV-SPEED 01-5 OVER LIMIT","Speeding"
"MI","CONT SUBST-POSSESSION OF MARIHUANA","CONT SUBST-POSSESSION OF MARIHUANA","Other"
"MI","CONT SUBST-USE OF MARIHUANA","CONT SUBST-USE OF MARIHUANA","Other"
"MI","CONTROLLED SUBSTANCE-POSSESSION OF MARIJUANA","CONTROLLED SUBSTANCE-POSSESSION OF MARIJUANA","Other"
"MI","D.W.L.S./REVOKED/DENIED","D.W.L.S./REVOKED/DENIED","License"
"MI","DEF EQUIP - BRAKE LIGHTS","DEF EQUIP - BRAKE LIGHTS","Lights"
"MI","Defective Equip - Brake Lights","Defective Equip - Brake Lights","Lights"
"MI","DEFECTIVE EQUIP-FAILED TO MAINTAIN EQUIPMENT","DEFECTIVE EQUIP-FAILED TO MAINTAIN EQUIPMENT","Equipment"
"MI","DEFECTIVE EQUIP-NO TAILLIGHTS","DEFECTIVE EQUIP-NO TAILLIGHTS","Lights"
"MI","DEFECTIVE EQUIP-NOISY MUFFLER","DEFECTIVE EQUIP-NOISY MUFFLER","Equipment"
"MI","DEFECTIVE EQUIP-OBSTRUCTION TO VIEW","DEFECTIVE EQUIP-OBSTRUCTION TO VIEW","Equipment"
"MI","DEFECTIVE EQUIP-ONE HEADLIGHT","DEFECTIVE EQUIP-ONE HEADLIGHT","Lights"
"MI","DEFECTIVE EQUIP-WINDOW TINT VIOLATION","DEFECTIVE EQUIP-WINDOW TINT VIOLATION","Equipment"
"MI","DEFECTIVE EQUIPMENT (see remarks)","DEFECTIVE EQUIPMENT (see remarks)","Equipment"
"MI","Defective Equipment - Fail to Maintain (Pass. Veh.)","Defective Equipment - Fail to Maintain (Pass. Veh.)","Equipment"
"MI","Defective Equipment - Fail to Maintain","Defective Equipment - Fail to Maintain","Equipment"
"MI","Defective Equipment - Lic. Plate Light","Defective Equipment - Lic. Plate Light","Lights"
"MI","Defective Equipment - Muffler","Defective Equipment - Muffler","Equipment"
"MI","Defective Equipment - No outside Mirrors","Defective Equipment - No outside Mirrors","Lights"
"MI","Defective Equipment - Tail Lights","Defective Equipment - Tail Lights","Lights"
"MI","Defective Equipment - Turn Signals","Defective Equipment - Turn Signals","Lights"
"MI","Defective Equipment - Windshield","Defective Equipment - Windshield","Equipment"
"MI","DEFECTIVE EQUIPMENT-EXCESSIVE TINT","DEFECTIVE EQUIPMENT-EXCESSIVE TINT","Equipment"
"MI","DEFECTIVE EQUIPMENT-LIGHTS","DEFECTIVE EQUIPMENT-LIGHTS","Lights"
"MI","DISOBEY STOP & GO TRAFFIC LIGHT","DISOBEY STOP & GO TRAFFIC LIGHT","Stop sign/light"
"MI","Disobey Stop Sign","Disobey Stop Sign","Stop sign/light"
"MI","DISOBEY STOP SIGN","DISOBEY STOP SIGN","Stop sign/light"
"MI","DISOBEY TRAFFIC CONTROL DEVICE","DISOBEY TRAFFIC CONTROL DEVICE","Safe movement"
"MI","Disobey traffic Control Device","Disobey traffic Control Device","Safe movement"
"MI","DISORDERLY PERSON-DRUNK","DISORDERLY PERSON-DRUNK","DUI"
"MI","Disregard Flashing Red or Yellow Traff Signal","Disregard Flashing Red or Yellow Traff Signal","Stop sign/light"
"MI","DISREGARD STEADY YELLOW SIGNAL","DISREGARD STEADY YELLOW SIGNAL","Stop sign/light"
"MI","Disregard Stop Sign","Disregard Stop Sign","Stop sign/light"
"MI","Disregard Traffic Signal/Stop and Go Light","Disregard Traffic Signal/Stop and Go Light","Stop sign/light"
"MI","DISTRACTED DRIVING","DISTRACTED DRIVING","Safe movement"
"MI","Drive Left of Center","Drive Left of Center","Safe movement"
"MI","Drove Unregistered Vehicle","Drove Unregistered Vehicle","Registration/plates"
"MI","Drove While Lic Susp/Rev/Denied (DWLS) - 2nd Offense","Drove While Lic Susp/Rev/Denied (DWLS) - 2nd Offense","License"
"MI","Drove While Lic Susp/Rev/Denied (DWLS)","Drove While Lic Susp/Rev/Denied (DWLS)","License"
"MI","DROVE WHILE LICENSE EXPIRED","DROVE WHILE LICENSE EXPIRED","License"
"MI","DROVE WHILE LICENSE SUSP/REV/DENIED","DROVE WHILE LICENSE SUSP/REV/DENIED","License"
"MI","DROVE WHILE LICENSE SUSPENDED-2ND","DROVE WHILE LICENSE SUSPENDED-2ND","License"
"MI","Drove without Motorcycle Endorsement","Drove without Motorcycle Endorsement","Other"
"MI","Drove Without Ops (No Ops for 3 Years Prior) - 1st Off","Drove Without Ops (No Ops for 3 Years Prior) - 1st Off","License"
"MI","Drove Wrong way on One-way Street","Drove Wrong way on One-way Street","Safe movement"
"MI","DWLS) - Allow Suspended Person to Operate Veh","DWLS) - Allow Suspended Person to Operate Veh","License"
"MI","Expired Plate - over 3 days","Expired Plate - over 3 days","Registration/plates"
"MI","EXPIRED REG. LESS THAN 1 MONTH-CIVIL INFRACTION","EXPIRED REG. LESS THAN 1 MONTH-CIVIL INFRACTION","Registration/plates"
"MI","EXPIRED REG. LESS THAN 3 MONTHS- CIVIL INFRACTION","EXPIRED REG. LESS THAN 3 MONTHS- CIVIL INFRACTION","Registration/plates"
"MI","EXPIRED REG. LESS THAN 6 MONTH-CIVIL INFRACTION","EXPIRED REG. LESS THAN 6 MONTH-CIVIL INFRACTION","Registration/plates"
"MI","EXPIRED REG. OVER 6 MONTHS- CIVIL INFRACTION","EXPIRED REG. OVER 6 MONTHS- CIVIL INFRACTION","Registration/plates"
"MI","Fail / Improper Signal","Fail / Improper Signal","Safe movement"
"MI","FAIL TO CHANGE ADDRESS","FAIL TO CHANGE ADDRESS","Paperwork"
"MI","FAIL TO DIM HIGHBEAMS","FAIL TO DIM HIGHBEAMS","Lights"
"MI","Fail to Maintain Equipment","Fail to Maintain Equipment","Equipment"
"MI","Fail to Signal / Improper Signal","Fail to Signal / Improper Signal","Safe movement"
"MI","FAIL TO STOP LEAVING ALLEY OR PRIVATE DRIVE","FAIL TO STOP LEAVING ALLEY OR PRIVATE DRIVE","Safe movement"
"MI","Fail to Stop w/in Assured Clear. Dist. -Accident","Fail to Stop w/in Assured Clear. Dist. -Accident","Stop sign/light"
